Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Mileage,Region,Price
Genesis,G80,2019,Saudi,Another Color,Semi Full,3.3,Gas,Automatic,50000.0,Riyadh,125000.0
Toyota,Cressida,1996,Saudi,White,Semi Full,1.5,Gas,Manual,8000.0,Aseer,13000.0
Renault,Duster,2017,Saudi,White,Standard,2.0,Gas,Automatic,49597.0,Riyadh,27500.0
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,37644.0,Riyadh,27500.0
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,55531.0,Riyadh,27500.0
Changan,Seven,2020,Saudi,Silver,Standard,1.5,Gas,Automatic,49214.0,Riyadh,27500.0
Mercedes,GLC,2017,Gulf Arabic,White,Full,2.0,Gas,Manual,143000.0,Riyadh,155000.0
Chevrolet,Impala,2017,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,89000.0,Riyadh,62000.0
Kia,Carnival,2016,Other,Golden,Semi Full,2.0,Gas,Automatic,118000.0,Riyadh,59000.0
Honda,Accord,2018,Gulf Arabic,Silver,Semi Full,1.5,Gas,Automatic,38000.0,Riyadh,87000.0
Toyota,Camry,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,62000.0,Riyadh,75000.0
Mercedes,C,2015,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,173000.0,Riyadh,108000.0
Geely,EC8,2012,Saudi,Black,Full,2.3,Gas,Automatic,200000.0,Riyadh,11500.0
Lexus,ES,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,45000.0,Riyadh,112000.0
HAVAL,H6,2020,Saudi,Black,Full,2.0,Gas,Automatic,2000.0,Jeddah,69000.0
Chrysler,300,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,16000.0,Riyadh,90000.0
Ford,Flex,2017,Gulf Arabic,White,Standard,2.5,Gas,Automatic,110000.0,Riyadh,67000.0
Nissan,Patrol,2016,Gulf Arabic,Black,Full,4.0,Gas,Automatic,92000.0,Riyadh,175000.0
Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,114000.0,Riyadh,106000.0
Kia,Optima,2017,Gulf Arabic,Brown,Standard,2.4,Gas,Automatic,75000.0,Riyadh,48000.0
GMC,Yukon,2017,Gulf Arabic,Bronze,Semi Full,5.3,Gas,Automatic,96000.0,Riyadh,145000.0
BMW,The 7,2017,Gulf Arabic,Navy,Full,2.0,Gas,Automatic,87000.0,Riyadh,175000.0
Chevrolet,Impala,2016,Gulf Arabic,White,Standard,3.5,Gas,Automatic,114000.0,Riyadh,65000.0
Ford,Explorer,2016,Gulf Arabic,Black,Standard,3.5,Gas,Automatic,111000.0,Riyadh,75000.0
Toyota,Camry,2016,Gulf Arabic,White,Standard,2.5,Gas,Automatic,81000.0,Riyadh,62000.0
Toyota,Camry,2016,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,78000.0,Riyadh,57000.0
Chevrolet,Tahoe,2016,Gulf Arabic,Golden,Semi Full,5.3,Gas,Automatic,97000.0,Riyadh,135000.0
Chevrolet,Spark,2019,Saudi,Silver,Standard,1.4,Gas,Automatic,63744.0,Riyadh,25000.0
Nissan,Z370,2015,Saudi,Red,Semi Full,3.7,Gas,Automatic,111075.0,Jazan,80000.0
Ford,Victoria,2006,Saudi,Oily,Standard,4.6,Gas,Automatic,320000.0,Taef,19500.0
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,180818.0,Riyadh,27500.0
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,144024.0,Riyadh,27500.0
Changan,Seven,2020,Saudi,Red,Standard,1.5,Gas,Automatic,47528.0,Riyadh,28500.0
Changan,Seven,2020,Saudi,White,Standard,1.5,Gas,Automatic,36833.0,Riyadh,28500.0
Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,71000.0,Riyadh,38000.0
Hyundai,Sonata,2018,Other,White,Full,2.0,Gas,Automatic,65239.0,Qassim,67000.0
Toyota,Yaris,2018,Saudi,Silver,Standard,1.5,Gas,Automatic,131000.0,Jeddah,35000.0
Ford,Expedition,2008,Saudi,Blue,Semi Full,5.4,Gas,Automatic,346000.0,Dammam,27000.0
Genesis,G80,2016,Other,White,Full,3.8,Gas,Automatic,124000.0,Riyadh,86000.0
Toyota,Corolla,2018,Saudi,Grey,Standard,1.6,Gas,Automatic,121000.0,Jeddah,48000.0
Genesis,Royal,2015,Saudi,Black,Full,5.0,Gas,Automatic,98000.0,Riyadh,111000.0
Kia,Carnival,2009,Saudi,Another Color,Standard,3.5,Gas,Automatic,126000.0,Dammam,20000.0
Lexus,ES,2019,Other,Black,Full,3.5,Gas,Automatic,40000.0,Dammam,185000.0
Mitsubishi,Attrage,2018,Saudi,White,Standard,1.2,Gas,Automatic,68000.0,Al-Medina,26500.0
Ford,Focus,2014,Saudi,Black,Standard,1.5,Gas,Automatic,75000.0,Riyadh,21000.0
Chevrolet,Caprice,2013,Saudi,Silver,Standard,6.0,Gas,Automatic,106000.0,Dammam,79000.0
Chevrolet,Impala,2016,Saudi,White,Standard,3.5,Gas,Automatic,91000.0,Dammam,55000.0
Toyota,Furniture,2014,Saudi,White,Standard,2.7,Gas,Automatic,127000.0,Jeddah,57000.0
Nissan,Sunny,2018,Saudi,White,Standard,1.5,Gas,Automatic,79968.0,Riyadh,29000.0
Toyota,Yaris,2015,Saudi,Black,Full,1.5,Gas,Automatic,203429.0,Riyadh,29000.0
Hyundai,Accent,2018,Saudi,Grey,Standard,1.4,Gas,Automatic,93788.0,Riyadh,29000.0
Renault,Duster,2018,Saudi,Black,Standard,2.0,Gas,Automatic,164169.0,Riyadh,29500.0
GMC,Sierra,2020,Saudi,Navy,Standard,5.3,Gas,Automatic,17000.0,Dammam,156000.0
Chevrolet,Tahoe,2019,Saudi,Black,Standard,5.3,Gas,Automatic,34000.0,Riyadh,158000.0
Kia,Rio,2017,Saudi,White,Standard,1.4,Gas,Automatic,170000.0,Jeddah,26000.0
Ford,Explorer,2015,Saudi,Black,Semi Full,3.5,Gas,Automatic,160000.0,Al-Ahsa,65000.0
Nissan,X-Trail,2006,Saudi,White,Standard,2.5,Gas,Automatic,238000.0,Dammam,13000.0
Toyota,Land Cruiser,2015,Saudi,Black,Full,5.7,Gas,Automatic,119000.0,Dammam,180000.0
Chevrolet,Tahoe,2015,Other,Black,Full,5.7,Gas,Automatic,168000.0,Dammam,110000.0
Honda,Accord,2019,Gulf Arabic,White,Full,2.0,Gas,Automatic,45000.0,Riyadh,102000.0
Nissan,Land Cruiser Pickup,2016,Saudi,White,Full,4.0,Gas,Automatic,44000.0,Riyadh,95000.0
Ford,F150,2017,Other,Grey,Full,8.0,Gas,Automatic,140000.0,Riyadh,145000.0
Toyota,Hilux,2016,Gulf Arabic,White,Full,2.7,Gas,Manual,388000.0,Riyadh,55000.0
Subaru,Forester,2010,Saudi,White,Standard,2.4,Gas,Automatic,113000.0,Dammam,18500.0
Zhengzhou,Pick up,2020,Saudi,White,Semi Full,2.4,Gas,Manual,13800.0,Sabya,35000.0
Toyota,Ciocca,2009,Saudi,White,Semi Full,5.7,Gas,Automatic,275000.0,Makkah,55000.0
Renault,Duster,2018,Saudi,Oily,Standard,2.0,Gas,Automatic,53811.0,Riyadh,29500.0
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,93049.0,Riyadh,29500.0
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,87042.0,Riyadh,29500.0
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,85093.0,Riyadh,29500.0
BMW,The 4,2015,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,122000.0,Riyadh,110000.0
Lexus,GS,2017,Gulf Arabic,Black,Full,1.0,Gas,Automatic,78000.0,Riyadh,170000.0
Mitsubishi,Pajero,2018,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,56525.0,Riyadh,78000.0
Hyundai,Sonata,2016,Gulf Arabic,Blue,Full,2.4,Gas,Automatic,76000.0,Riyadh,68000.0
Mercedes,C,2016,Gulf Arabic,Grey,Full,2.0,Gas,Automatic,119000.0,Riyadh,130000.0
Chrysler,C300,2018,Gulf Arabic,Black,Full,5.7,Gas,Automatic,49000.0,Riyadh,135000.0
MINI,Copper,2016,Gulf Arabic,Black,Full,2.0,Gas,Automatic,42000.0,Riyadh,95000.0
Chevrolet,Impala,2019,Gulf Arabic,White,Semi Full,3.6,Gas,Automatic,84000.0,Riyadh,77000.0
Toyota,Avalon,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,53000.0,Riyadh,118000.0
GMC,Acadia,2016,Saudi,White,Semi Full,3.5,Gas,Automatic,106000.0,Riyadh,75000.0
GMC,Sierra,2020,Gulf Arabic,Grey,Full,5.3,Gas,Automatic,32000.0,Riyadh,158000.0
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,95000.0,Riyadh,141000.0
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,39000.0,Riyadh,160000.0
Honda,City,2016,Saudi,Black,Full,4.0,Gas,Automatic,51000.0,Riyadh,41000.0
Mitsubishi,Pajero,2018,Gulf Arabic,Golden,Full,3.5,Gas,Automatic,56000.0,Riyadh,76000.0
Chevrolet,Tahoe,2017,Gulf Arabic,White,Full,5.3,Gas,Automatic,73000.0,Riyadh,142000.0
Toyota,Prado,2017,Gulf Arabic,White,Full,4.0,Gas,Automatic,39000.0,Riyadh,151000.0
Kia,Cadenza,2019,Gulf Arabic,White,Semi Full,3.3,Gas,Manual,72000.0,Riyadh,88000.0
Ford,Echo Sport,2020,Gulf Arabic,White,Semi Full,2.0,Gas,Automatic,2700.0,Riyadh,55000.0
Nissan,Sunny,2019,Saudi,Silver,Standard,1.5,Gas,Automatic,123291.0,Riyadh,29500.0
Renault,Duster,2018,Saudi,Grey,Standard,2.0,Gas,Automatic,117719.0,Riyadh,29500.0
Ford,Vego,2019,Saudi,White,Standard,1.5,Gas,Automatic,51717.0,Jeddah,29500.0
Ford,Vego,2019,Saudi,Black,Standard,1.5,Gas,Automatic,26323.0,Jeddah,29500.0
Mercedes,CLA,2017,Saudi,Red,Full,2.0,Gas,Automatic,103000.0,Riyadh,110000.0
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,75000.0,Riyadh,125000.0
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,24000.0,Riyadh,160000.0
Chevrolet,Tahoe,2017,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000.0,Riyadh,168000.0
Land Rover,Range Rover,2018,Saudi,White,Full,3.8,Gas,Automatic,26000.0,Riyadh,170000.0
BMW,The 5,2016,Gulf Arabic,White,Full,2.0,Gas,Automatic,105000.0,Riyadh,85000.0
Toyota,Camry,2016,Gulf Arabic,Black,Semi Full,2.5,Gas,Automatic,83000.0,Riyadh,72000.0
Hyundai,Sonata,2019,Gulf Arabic,White,Standard,2.4,Gas,Automatic,35000.0,Riyadh,64000.0
Chevrolet,Silverado,2017,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,110000.0,Riyadh,107000.0
Audi,A5,2016,Gulf Arabic,Blue,Full,2.0,Gas,Automatic,90000.0,Riyadh,115000.0
Hyundai,Senta fe,2016,Gulf Arabic,White,Semi Full,3.3,Gas,Automatic,12000.0,Riyadh,79000.0
Chevrolet,Tahoe,2016,Saudi,White,Semi Full,5.3,Gas,Automatic,197000.0,Riyadh,92000.0
Jeep,Cherokee,2016,Gulf Arabic,Grey,Full,2.4,Gas,Automatic,81000.0,Riyadh,88000.0
Toyota,Camry,2018,Gulf Arabic,White,Full,2.5,Gas,Automatic,42000.0,Riyadh,95000.0
Nissan,Altima,2018,Gulf Arabic,White,Semi Full,2.5,Gas,Automatic,48000.0,Riyadh,68000.0
BMW,X,2016,Gulf Arabic,White,Full,4.4,Gas,Automatic,130000.0,Riyadh,160000.0
Nissan,Patrol,2015,Saudi,Grey,Semi Full,4.8,Gas,Automatic,134000.0,Riyadh,135000.0
Lexus,ES,2017,Gulf Arabic,Black,Full,3.5,Gas,Automatic,100000.0,Riyadh,115000.0
MINI,Copper,2018,Saudi,Silver,Full,3.5,Gas,Manual,59000.0,Riyadh,85000.0
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,85000.0,Riyadh,141000.0
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,75000.0,Riyadh,141000.0
Chevrolet,Impala,2019,Gulf Arabic,Black,Standard,3.6,Gas,Automatic,85000.0,Riyadh,68500.0
Lincoln,Navigator,2008,Gulf Arabic,White,Full,5.7,Gas,Automatic,532000.0,Khobar,35000.0
Toyota,FJ,2020,Saudi,Grey,Standard,4.0,Gas,Automatic,46000.0,Riyadh,135000.0
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,106818.0,Riyadh,29500.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,103461.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,110448.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,143021.0,Riyadh,30000.0
Chevrolet,Suburban,2018,Gulf Arabic,Black,Full,3.5,Gas,Automatic,48000.0,Riyadh,163000.0
Chevrolet,Impala,2019,Gulf Arabic,Black,Semi Full,3.6,Gas,Automatic,85000.0,Riyadh,73000.0
Honda,Odyssey,2016,Gulf Arabic,Black,Full,3.5,Gas,Automatic,80000.0,Riyadh,72000.0
Nissan,Altima,2019,Gulf Arabic,White,Full,2.5,Gas,Automatic,1000.0,Riyadh,115000.0
Genesis,G80,2017,Gulf Arabic,Black,Full,3.8,Gas,Automatic,66000.0,Riyadh,119000.0
Mercedes,C,2017,Gulf Arabic,White,Full,2.0,Gas,Automatic,120000.0,Riyadh,143000.0
Mercedes,E,2016,Gulf Arabic,White,Full,3.0,Gas,Automatic,120000.0,Riyadh,135000.0
Hyundai,Sonata,2019,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,28000.0,Riyadh,68000.0
Hyundai,Senta fe,2015,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,350000.0,Riyadh,52000.0
Chevrolet,Tahoe,2010,Saudi,Bronze,Full,5.3,Gas,Automatic,292000.0,Riyadh,55000.0
Chevrolet,Suburban,2018,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,58000.0,Riyadh,170000.0
Kia,Optima,2018,Gulf Arabic,White,Standard,2.0,Gas,Automatic,48000.0,Riyadh,67000.0
Jeep,Wrangler,2017,Gulf Arabic,Green,Full,3.6,Gas,Automatic,42000.0,Riyadh,110000.0
Mercedes,CLA,2019,Gulf Arabic,White,Full,3.5,Gas,Automatic,28000.0,Riyadh,149000.0
GMC,Yukon,2016,Gulf Arabic,Bronze,Standard,5.3,Gas,Automatic,88000.0,Riyadh,141000.0
Ford,Expedition,2016,Gulf Arabic,White,Full,3.5,Gas,Automatic,81000.0,Riyadh,88000.0
Hyundai,Sonata,2016,Gulf Arabic,White,Full,2.4,Gas,Automatic,38000.0,Riyadh,63000.0
Lexus,ES,2015,Gulf Arabic,Black,Semi Full,3.5,Gas,Automatic,104000.0,Riyadh,105000.0
Chevrolet,Impala,2014,Saudi,Black,Semi Full,3.6,Gas,Automatic,189000.0,Dammam,40000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,173700.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,207135.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114250.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,197990.0,Riyadh,30000.0
Cadillac,XT5,2017,Gulf Arabic,White,Full,3.6,Gas,Automatic,91000.0,Riyadh,130000.0
Jeep,Wrangler,2018,Gulf Arabic,Orange,Standard,3.0,Gas,Manual,40000.0,Riyadh,115000.0
GMC,Acadia,2016,Saudi,Black,Semi Full,3.5,Gas,Automatic,148000.0,Riyadh,70000.0
GMC,Yukon,2016,Gulf Arabic,Black,Full,5.3,Gas,Automatic,55000.0,Riyadh,175000.0
Chevrolet,Cruze,2016,Gulf Arabic,White,Semi Full,1.6,Gas,Automatic,52000.0,Riyadh,45000.0
Mercedes,GLC,2018,Gulf Arabic,White,Full,3.5,Gas,Automatic,51000.0,Riyadh,185000.0
Kia,Optima,2015,Gulf Arabic,White,Full,2.4,Gas,Automatic,79680.0,Riyadh,49000.0
Kia,Cadenza,2018,Gulf Arabic,Silver,Full,3.3,Gas,Automatic,69000.0,Riyadh,95000.0
GMC,Yukon,2016,Gulf Arabic,Black,Full,5.3,Gas,Automatic,61000.0,Riyadh,165000.0
GMC,Sierra,2011,Saudi,White,Standard,6.0,Gas,Automatic,231000.0,Riyadh,45000.0
Ford,Explorer,2016,Gulf Arabic,Silver,Full,3.5,Gas,Automatic,53000.0,Riyadh,113000.0
GMC,Sierra,2020,Gulf Arabic,Silver,Full,5.3,Gas,Automatic,37000.0,Riyadh,159000.0
Lexus,ES,2016,Gulf Arabic,Grey,Semi Full,3.5,Gas,Automatic,92000.0,Riyadh,115000.0
Toyota,Land Cruiser,2016,Gulf Arabic,White,Full,5.7,Gas,Automatic,42000.0,Riyadh,138000.0
Mercedes,C,2015,Gulf Arabic,White,Full,2.0,Gas,Automatic,54000.0,Riyadh,120000.0
Chevrolet,Tahoe,2016,Saudi,White,Full,5.3,Gas,Automatic,146000.0,Riyadh,118000.0
Toyota,Camry,2007,Other,Silver,Full,1.1,Gas,Manual,450000.0,Riyadh,11000.0
Nissan,Navara,2015,Saudi,White,Full,2.5,Gas,Manual,83000.0,Jeddah,45000.0
Toyota,Furniture,2013,Saudi,Golden,Standard,2.7,Gas,Automatic,350000.0,Riyadh,50000.0
Daihatsu,Gran Max,2014,Saudi,White,Standard,1.5,Gas,Manual,254000.0,Riyadh,25000.0
Toyota,Corolla,2020,Saudi,Another Color,Standard,1.6,Gas,Automatic,16479.0,Riyadh,56000.0
Toyota,Avalon,2013,Saudi,Red,Full,3.5,Gas,Automatic,169000.0,Aseer,75000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,125848.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,132567.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,76938.0,Riyadh,30000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,114482.0,Riyadh,30000.0
Nissan,Sunny,2018,Saudi,Grey,Standard,1.5,Gas,Automatic,105499.0,Riyadh,25000.0
Toyota,Innova,2006,Saudi,Black,Standard,2.5,Gas,Manual,498000.0,Riyadh,18000.0
Hyundai,Accent,2019,Saudi,Silver,Standard,1.6,Gas,Automatic,105444.0,Riyadh,33000.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,183000.0,Riyadh,27000.0
Toyota,Furniture,2019,Saudi,Grey,Full,3.0,Gas,Automatic,18448.0,Riyadh,130000.0
Chevrolet,Aveo,2017,Saudi,White,Standard,1.5,Gas,Automatic,118000.0,Riyadh,20000.0
Toyota,Yaris,2018,Saudi,White,Standard,1.5,Gas,Automatic,62000.0,Riyadh,35000.0
Chevrolet,Spark,2019,Saudi,White,Standard,1.4,Gas,Automatic,96342.0,Riyadh,25000.0
Land Rover,Range Rover,2006,Saudi,Blue,Full,4.4,Gas,Automatic,289000.0,Riyadh,20000.0
Honda,Civic,2019,Saudi,White,Semi Full,1.6,Gas,Automatic,41000.0,Jeddah,67000.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,168347.0,Riyadh,30000.0
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,86871.0,Riyadh,30500.0
Kia,Soul,2014,Saudi,Green,Semi Full,1.6,Gas,Automatic,157603.0,Riyadh,31500.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,87995.0,Riyadh,31500.0
Toyota,Furniture,2017,Saudi,White,Semi Full,4.0,Gas,Automatic,37800.0,Jeddah,106000.0
Chevrolet,Tahoe,2007,Saudi,Silver,Standard,5.3,Gas,Automatic,440000.0,Abha,35000.0
Renault,Fluence,2015,Saudi,White,Standard,1.6,Gas,Manual,280.0,Al-Baha,18000.0
Toyota,Rav4,2018,Saudi,White,Semi Full,2.5,Gas,Automatic,88000.0,Dammam,77000.0
Hyundai,Azera,2019,Saudi,Navy,Full,3.5,Gas,Automatic,64000.0,Riyadh,94000.0
Hyundai,Senta fe,2016,Saudi,Grey,Semi Full,3.3,Gas,Automatic,149000.0,Dammam,47000.0
Toyota,Hilux,2016,Saudi,White,Full,2.7,Gas,Manual,175000.0,Jeddah,77000.0
Hyundai,Sonata,2018,Saudi,Black,Semi Full,2.4,Gas,Automatic,117000.0,Riyadh,63000.0
Kia,Sportage,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,190000.0,Riyadh,53000.0
Toyota,Rav4,2016,Saudi,White,Full,2.0,Gas,Automatic,216000.0,Riyadh,60000.0
Honda,Accord,2014,Saudi,White,Full,2.4,Gas,Automatic,223000.0,Riyadh,48000.0
Toyota,Furniture,2019,Saudi,White,Semi Full,3.0,Gas,Automatic,40000.0,Riyadh,93000.0
Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,78000.0,Riyadh,115000.0
Toyota,Hilux,2018,Saudi,White,Standard,2.7,Gas,Manual,132000.0,Riyadh,77000.0
Mitsubishi,Montero,2017,Saudi,Another Color,Full,3.3,Gas,Automatic,199000.0,Riyadh,73000.0
Genesis,Prestige,2016,Saudi,Grey,Semi Full,3.5,Gas,Automatic,293000.0,Riyadh,77000.0
Hyundai,Tucson,2016,Saudi,Grey,Semi Full,2.0,Gas,Automatic,190000.0,Riyadh,54000.0
Toyota,Innova,2018,Saudi,Another Color,Semi Full,2.7,Gas,Automatic,340000.0,Riyadh,67000.0
Genesis,G80,2018,Saudi,Navy,Semi Full,3.8,Gas,Automatic,160000.0,Riyadh,100000.0
Kia,Sportage,2017,Saudi,Silver,Full,2.4,Gas,Automatic,125000.0,Riyadh,65000.0
Toyota,Land Cruiser Pickup,2014,Saudi,Golden,Semi Full,3.0,Gas,Manual,175000.0,Riyadh,72000.0
Hyundai,Elantra,2017,Saudi,White,Semi Full,2.0,Gas,Automatic,285000.0,Riyadh,36000.0
Mazda,CX9,2016,Saudi,Another Color,Semi Full,3.0,Gas,Automatic,230000.0,Riyadh,50000.0
Toyota,Yaris,2018,Saudi,Red,Standard,1.5,Gas,Automatic,117313.0,Jeddah,32500.0
Nissan,Sentra,2016,Saudi,Bronze,Standard,1.6,Gas,Automatic,115480.0,Riyadh,32500.0
Renault,Dokker,2019,Saudi,White,Standard,1.6,Gas,Manual,119588.0,Riyadh,34000.0
Toyota,Camry,2009,Saudi,Blue,Full,2.4,Gas,Automatic,317.0,Jeddah,22000.0
Genesis,Prestige,2016,Saudi,Another Color,Semi Full,3.5,Gas,Automatic,203000.0,Riyadh,78000.0
Lexus,LX,2014,Saudi,Black,Full,5.7,Gas,Automatic,220000.0,Riyadh,180000.0
Hyundai,Veloster,2019,Saudi,Yellow,Full,2.0,Gas,Automatic,63000.0,Riyadh,62000.0
Kia,Cadenza,2017,Saudi,White,Standard,3.0,Gas,Automatic,175000.0,Riyadh,50000.0
Mazda,6,2016,Saudi,Brown,Standard,2.5,Gas,Automatic,140000.0,Riyadh,40000.0
Hyundai,Sonata,2020,Saudi,Golden,Semi Full,2.5,Gas,Automatic,12000.0,Riyadh,78000.0
Hyundai,Senta fe,2016,Saudi,White,Semi Full,3.3,Gas,Automatic,62000.0,Riyadh,55000.0
Hyundai,Genesis,2017,Saudi,Bronze,Full,5.0,Gas,Automatic,106000.0,Riyadh,90000.0
Hyundai,Sonata,2018,Saudi,Silver,Full,2.4,Gas,Automatic,135000.0,Riyadh,58000.0
Toyota,Yaris,2017,Saudi,White,Standard,1.6,Gas,Automatic,167000.0,Riyadh,29000.0
Lexus,ES,2017,Gulf Arabic,Black,Full,3.0,Gas,Automatic,85000.0,Riyadh,128000.0
Nissan,Maxima,2016,Saudi,White,Full,3.5,Gas,Automatic,155000.0,Riyadh,65000.0
GMC,Yukon,2010,Saudi,Black,Semi Full,5.0,Gas,Automatic,204000.0,Riyadh,44000.0
Hyundai,Tucson,2015,Saudi,White,Full,2.0,Gas,Automatic,251000.0,Riyadh,49000.0
Nissan,X-Trail,2016,Saudi,Another Color,Full,2.7,Gas,Automatic,65000.0,Riyadh,52000.0
Toyota,Yaris,2017,Saudi,Grey,Standard,1.4,Gas,Automatic,125000.0,Riyadh,30000.0
Toyota,Camry,2019,Saudi,Brown,Full,2.5,Gas,Automatic,49000.0,Riyadh,82000.0
Hyundai,Azera,2018,Saudi,Red,Semi Full,3.5,Gas,Automatic,74000.0,Riyadh,77000.0
Lexus,ES,2017,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,82000.0,Riyadh,110000.0
Ford,Fusion,2014,Saudi,White,Semi Full,2.0,Gas,Automatic,260000.0,Riyadh,30000.0
Ford,Taurus,2015,Saudi,Black,Semi Full,3.3,Gas,Automatic,446000.0,Riyadh,35000.0
Lexus,ES,2017,Gulf Arabic,White,Full,3.5,Gas,Automatic,50000.0,Riyadh,127000.0
Nissan,Patrol,2010,Saudi,White,Full,4.0,Gas,Automatic,208000.0,Riyadh,72000.0
GMC,Yukon,2007,Saudi,Bronze,Semi Full,5.0,Gas,Automatic,303000.0,Riyadh,36000.0
Toyota,Camry,2010,Gulf Arabic,White,Semi Full,2.4,Gas,Automatic,145.0,Jeddah,25000.0
BMW,X,2015,Saudi,Black,Full,2.0,Gas,Automatic,98000.0,Riyadh,150000.0
Hyundai,Accent,2018,Saudi,Silver,Standard,1.4,Gas,Automatic,124975.0,Riyadh,33000.0
Nissan,Sunny,2019,Saudi,Another Color,Standard,1.5,Gas,Automatic,38920.0,Jeddah,33500.0
Nissan,Sunny,2019,Saudi,Grey,Standard,1.5,Gas,Automatic,56991.0,Jeddah,33500.0
Hyundai,Accent,2017,Saudi,White,Semi Full,1.6,Gas,Automatic,109746.0,Riyadh,34000.0
Chevrolet,Tahoe,2011,Saudi,Black,Semi Full,5.3,Gas,Automatic,200000.0,Riyadh,42000.0
Honda,Accord,2012,Saudi,White,Semi Full,2.4,Gas,Automatic,15000.0,Riyadh,58000.0
Chevrolet,Spark,2017,Saudi,White,Standard,1.4,Gas,Automatic,101000.0,Riyadh,21000.0
Lexus,ES,2017,Gulf Arabic,Another Color,Semi Full,3.0,Gas,Automatic,91000.0,Riyadh,112000.0
Toyota,Hilux,2016,Saudi,White,Semi Full,2.7,Gas,Manual,258000.0,Riyadh,62000.0
Lexus,ES,2016,Gulf Arabic,White,Semi Full,3.0,Gas,Automatic,72000.0,Riyadh,108000.0
Ford,Fusion,2015,Other,Grey,Semi Full,2.5,Gas,Automatic,400000.0,Riyadh,26000.0
Hyundai,Elantra,2015,Saudi,White,Full,2.0,Gas,Automatic,176000.0,Riyadh,35000.0
Hyundai,Elantra,2020,Saudi,Grey,Standard,2.0,Gas,Automatic,56000.0,Riyadh,50000.0
Hyundai,Accent,2017,Saudi,Brown,Standard,1.4,Gas,Automatic,112000.0,Riyadh,27000.0
Hyundai,Accent,2017,Saudi,White,Standard,1.4,Gas,Automatic,110000.0,Riyadh,27000.0
Kia,Rio,2016,Saudi,Red,Standard,1.4,Gas,Automatic,157000.0,Riyadh,25000.0
